SA2_CODE_2021,Ag_For_Fish_OcMngr,Ag_For_Fish_OcProf,Ag_For_Fish_OcTechTrdW,Ag_For_Fish_OcComPerS,Ag_For_Fish_OcClericAdm,Ag_For_Fish_OcSalesWk,Ag_For_Fish_OcMacOp_Driv,Ag_For_Fish_OcLab,Ag_For_Fish_OcID_NS,Agri_for_fish_Tot,Mining_OcMngr,Mining_OcProf,Mining_OcTechTrdW,Mining_OcComPerS,Mining_OcClericAdm,Mining_OcSalesWk,Mining_OcMacOp_Driv,Mining_OcLab,Mining_OcID_NS,Mining_Tot,Manufact_OcMngr,Manufact_OcProf,Manufact_OcTechTrdW,Manufact_OcComPerS,Manufact_OcClericAdm,Manufact_OcSalesWk,Manufact_OcMacOp_Driv,Manufact_OcLab,Manufact_OcID_NS,Manufacturing_Tot,El_Gas_W_W_OcMngr,El_Gas_W_W_OcProf,El_Gas_W_W_OcTechTrdW,El_Gas_W_W_OcComPerS,El_Gas_W_W_OcClericAdm,El_Gas_W_W_OcSalesWk,El_Gas_W_W_OcMacOp_Driv,El_Gas_W_W_OcLab,El_Gas_W_W_OcID_NS,El_Gas_W_W_Tot,Construc_OcMngr,Construc_OcProf,Construc_OcTechTrdW,Construc_OcComPerS,Construc_OcClericAdm,Construc_OcSalesWk,Construc_OcMacOp_Driv,Construc_OcLab,Construc_OcID_NS,Construction_Tot,WhlesaleTde_OcMngr,WhlesaleTde_OcProf,WhlesaleTde_OcTechTrdW,WhlesaleTde_OcComPerS,WhlesaleTde_OcClericAdm,WhlesaleTde_OcSalesWk,WhlesaleTde_OcMacOp_Driv,WhlesaleTde_OcLab,WhlesaleTde_OcID_NS,WhlesaleTde_Tot,RetTde_OcMngr,RetTde_OcProf,RetTde_OcTechTrdW,RetTde_OcComPerS,RetTde_OcClericAdm,RetTde_OcSalesWk,RetTde_OcMacOp_Driv,RetTde_OcLab,RetTde_OcID_NS,RetTde_Tot,Acom_food_OcMngr,Acom_food_OcProf,Acom_food_OcTechTrdW,Acom_food_OcComPerS,Acom_food_OcClericAdm,Acom_food_OcSalesWk,Acom_food_OcMacOp_Driv,Acom_food_OcLab,Acom_food_OcID_NS,Acom_food_scs_Tot,Trans_po_wh_OcMngr,Trans_po_wh_OcProf,Trans_po_wh_OcTechTrdW,Trans_po_wh_OcComPerS,Trans_po_wh_OcClericAdm,Trans_po_wh_OcSalesWk,Trans_po_wh_OcMacOp_Driv,Trans_po_wh_OcLab,Trans_po_wh_OcID_NS,Trans_po_wh_Tot,Infon_med_tel_OcMngr,Infon_med_tel_OcProf,Infon_med_tel_OcTechTrdW,Infon_med_tel_OcComPerS,Infon_med_tel_OcClericAdm,Infon_med_tel_OcSalesWk,Infon_med_tel_OcMacOp_Driv,Infon_med_tel_OcLab,Infon_med_tel_OcID_NS,Infon_med_tel_Tot,Fin_and_ins_s_OcMngr,Fin_and_ins_s_OcProf,Fin_and_ins_s_OcTechTrdW,Fin_and_ins_s_OcComPerS,Fin_and_ins_s_OcClericAdm,Fin_and_ins_s_OcSalesWk,Fin_and_ins_s_OcMacOp_Driv,Fin_and_ins_s_OcLab,Fin_and_ins_s_OcID_NS,Fin_and_ins_s_Tot,Rent_hi_re_es_OcMngr,Rent_hi_re_es_OcProf,Rent_hi_re_es_OcTechTrdW,Rent_hi_re_es_OcComPerS,Rent_hi_re_es_OcClericAdm,Rent_hi_re_es_OcSalesWk,Rent_hi_re_es_OcMacOp_Driv,Rent_hi_re_es_OcLab,Rent_hi_re_es_OcID_NS,Rent_hi_re_es_Tot,Prof_sci_tec_OcMngr,Prof_sci_tec_OcProf,Prof_sci_tec_OcTechTrdW,Prof_sci_tec_OcComPerS,Prof_sci_tec_OcClericAdm,Prof_sci_tec_OcSalesWk,Prof_sci_tec_OcMacOp_Driv,Prof_sci_tec_OcLab,Prof_sci_tec_OcID_NS,Prof_sci_tec_Tot,Admin_sup_s_OcMngr,Admin_sup_s_OcProf,Admin_sup_s_OcTechTrdW,Admin_sup_s_OcComPerS,Admin_sup_s_OcClericAdm,Admin_sup_s_OcSalesWk,Admin_sup_s_OcMacOp_Driv,Admin_sup_s_OcLab,Admin_sup_s_OcID_NS,Admin_sup_s_Tot,Pub_adm_sfty_OcMngr,Pub_adm_sfty_OcProf,Pub_adm_sfty_OcTechTrdW,Pub_adm_sfty_OcComPerS,Pub_adm_sfty_OcClericAdm,Pub_adm_sfty_OcSalesWk,Pub_adm_sfty_OcMacOp_Driv,Pub_adm_sfty_OcLab,Pub_adm_sfty_OcID_NS,Pub_adm_sfty_Tot,Educ_training_OcMngr,Educ_training_OcProf,Educ_training_OcTechTrdW,Educ_training_OcComPerS,Educ_training_OcClericAdm,Educ_training_OcSalesWk,Educ_training_OcMacOp_Driv,Educ_training_OcLab,Educ_training_OcID_NS,Educ_training_Tot,Hlth_care_soc_OcMngr,Hlth_care_soc_OcProf,Hlth_care_soc_OcTechTrdW,Hlth_care_soc_OcComPerS,Hlth_care_soc_OcClericAdm,Hlth_care_soc_OcSalesWk,Hlth_care_soc_OcMacOp_Driv,Hlth_care_soc_OcLab,Hlth_care_soc_OcID_NS,Hlth_care_soc_Tot,ArtRecreatOcMngr,ArtRecreatOcProf,ArtRecreatOcTechTrdW,ArtRecreatOcComPerS,ArtRecreatOcClericAdm,ArtRecreatOcSalesWk,ArtRecreatOcMacOp_Driv,ArtRecreatOcLab,ArtRecreatOcID_NS,ArtRecreatTot,Other_scs_OcMngr,Other_scs_OcProf,Other_scs_OcTechTrdW,Other_scs_OcCom_PS_W,Other_scs_OcClericAdmin,Other_scs_OcSalesWk,Other_scs_OcMacOp_Driv,Other_scs_OcLab,Other_scs_OcID_NS,Other_scs_Tot,ID_NS_OcMngr,ID_NS_OcProf,ID_NS_OcTechTrdW,ID_NS_OcComPerS,ID_NS_OcClericAdm,ID_NS_OcSalesWk,ID_NS_OcMacOp_Driv,ID_NS_OcLab,ID_NS_OcID_NS,ID_NS_Tot
401011001,14,3,0,0,3,0,3,17,4,49,19,52,10,0,6,0,10,4,4,107,70,73,41,10,29,21,12,38,4,308,15,42,8,0,9,7,4,0,4,84,59,62,114,12,38,11,7,44,4,360,46,30,10,0,10,12,7,9,0,128,98,66,37,18,31,342,16,38,9,670,171,21,270,586,66,72,9,217,5,1412,24,33,4,4,29,6,80,7,0,191,23,105,25,0,26,14,0,3,0,191,44,157,5,0,149,12,0,0,15,380,22,25,3,7,24,57,0,3,4,145,144,933,84,0,123,12,0,5,7,1310,31,62,15,25,58,8,7,120,0,309,123,221,18,61,154,0,5,4,9,598,70,565,16,69,88,5,0,4,4,813,73,700,34,283,158,9,6,16,8,1280,37,77,12,71,20,4,0,5,6,234,42,51,55,64,24,14,0,6,0,259,63,57,22,24,20,27,5,20,53,302
401011002,18,6,0,0,6,5,0,5,0,40,12,13,4,0,0,0,5,0,0,38,61,44,17,7,13,12,4,27,0,187,11,8,6,0,3,0,0,0,0,27,31,14,51,9,21,3,13,10,4,162,24,11,3,0,13,7,3,6,0,64,48,29,7,9,13,148,10,19,0,282,48,6,33,146,9,8,3,31,0,290,18,6,0,8,10,0,21,5,3,66,4,33,10,0,9,5,0,0,0,61,19,52,0,0,44,8,0,0,8,131,11,9,4,3,4,40,0,0,0,72,58,324,19,0,58,8,0,0,0,466,13,12,0,15,16,0,0,21,0,75,50,94,9,29,46,0,0,0,0,230,47,261,4,53,27,0,0,3,4,409,25,398,11,98,77,5,5,10,0,632,13,29,3,30,9,0,0,5,4,91,10,27,20,35,9,0,0,4,0,110,24,20,0,3,12,5,3,5,21,97
401021003,138,5,11,0,13,8,10,44,0,227,6,8,8,0,0,0,10,0,0,38,64,30,83,10,36,13,20,47,0,310,13,3,25,0,12,0,5,5,4,67,68,6,216,5,58,3,29,65,7,445,27,15,17,0,12,20,6,7,0,104,44,8,20,4,20,142,13,34,7,284,37,0,20,54,0,13,0,30,0,157,15,4,7,3,28,0,45,4,0,112,7,8,5,0,8,0,0,0,0,25,12,20,0,0,38,0,0,0,0,67,12,0,0,0,15,28,3,0,0,61,28,112,34,0,35,4,0,0,0,218,12,15,27,5,17,0,0,53,0,128,52,76,26,69,51,0,8,8,0,286,28,188,14,84,21,0,0,4,3,347,38,181,10,142,91,7,3,17,0,481,13,18,16,15,4,0,0,5,0,79,15,5,87,19,13,0,3,5,0,149,20,17,26,0,10,0,9,12,24,122
401021004,50,20,10,4,13,9,4,40,0,147,30,52,21,0,6,0,7,0,0,129,159,83,76,13,39,47,18,39,6,468,26,32,20,0,18,5,10,3,4,119,159,29,319,5,72,7,27,76,7,702,64,37,14,3,21,23,16,7,0,193,152,44,37,6,32,315,17,65,6,675,112,3,44,252,16,48,6,137,0,632,27,24,16,5,25,0,55,5,0,164,23,63,20,0,6,7,0,0,3,120,65,120,0,0,92,5,0,0,4,293,25,18,4,0,20,54,3,0,0,125,197,693,66,3,141,7,5,4,7,1123,49,28,56,15,13,3,7,82,0,249,132,258,36,110,120,4,5,10,9,687,138,774,25,158,73,4,0,14,5,1200,135,915,27,270,184,6,3,30,8,1574,46,109,22,30,10,0,0,5,5,229,49,51,86,48,41,9,0,12,0,290,58,55,31,13,20,12,3,16,28,243
401021005,62,6,11,0,8,0,3,15,0,101,11,11,11,0,3,0,8,0,6,36,40,16,24,8,23,12,10,23,0,159,3,0,15,0,4,0,0,0,0,33,29,12,123,0,28,3,16,22,3,231,22,3,5,0,11,9,5,0,0,52,51,11,12,0,11,102,4,18,0,215,25,0,20,58,0,8,3,24,6,152,9,5,7,5,15,9,21,3,0,64,0,14,7,0,5,0,0,4,0,24,18,28,0,6,19,0,0,0,6,85,7,7,6,0,9,27,0,0,0,49,32,93,14,0,36,0,0,0,5,183,8,12,11,0,6,0,0,27,0,66,32,35,9,29,32,0,0,8,5,146,24,105,11,46,30,0,0,9,5,222,15,137,9,73,44,0,0,12,5,298,11,13,0,11,7,0,0,6,0,40,10,11,40,11,10,0,3,4,5,101,21,9,7,0,6,3,0,3,14,63
401021006,174,9,14,0,17,0,11,72,8,308,7,14,22,0,6,0,12,4,0,65,91,42,88,14,41,39,29,104,3,454,13,12,18,0,5,4,12,7,0,69,70,16,225,0,51,6,32,66,3,468,21,17,9,0,10,32,9,13,0,114,76,13,39,5,20,238,11,22,3,433,46,0,36,70,3,12,3,38,0,216,21,5,3,4,18,7,52,4,5,127,0,21,10,0,3,0,0,0,0,35,13,40,3,3,42,3,0,0,0,108,9,9,3,0,11,27,0,7,0,63,40,153,43,4,54,10,0,0,4,299,15,16,36,10,12,0,7,67,0,166,69,69,25,111,46,0,9,5,4,338,34,239,18,97,33,0,0,9,3,432,52,246,20,222,101,6,4,20,7,664,14,19,8,17,8,0,0,6,0,78,14,12,96,28,17,3,0,3,0,178,22,14,18,4,7,7,5,16,37,135
401021007,68,14,32,0,16,8,10,73,0,221,17,28,47,0,14,0,59,13,8,189,132,54,160,11,74,50,63,165,0,704,23,31,31,0,25,4,16,6,10,149,118,43,519,7,94,23,74,145,20,1028,42,37,30,0,31,51,25,25,7,238,204,31,81,9,55,719,47,123,9,1277,118,7,88,199,9,99,12,178,4,713,47,16,21,13,66,15,147,19,6,344,24,42,36,0,17,16,0,6,4,145,39,109,7,3,154,21,0,0,4,338,28,11,5,0,30,77,3,0,0,158,96,327,90,0,140,15,3,10,6,692,32,37,62,38,38,4,7,153,4,364,133,174,48,251,184,3,17,21,8,840,85,631,39,202,102,3,3,11,6,1091,115,650,50,608,264,12,6,52,15,1772,28,44,22,41,12,6,0,12,5,164,42,57,226,66,54,12,8,21,0,498,37,33,39,18,32,10,23,41,73,311
401021008,154,14,18,0,17,0,12,59,0,274,4,7,19,0,5,0,24,7,0,77,48,26,62,3,22,17,13,35,4,234,7,0,6,0,3,0,13,0,3,37,56,13,184,0,27,4,57,79,6,428,17,6,6,0,14,21,6,0,0,75,45,3,20,6,24,159,7,35,0,301,25,0,26,52,7,9,0,32,0,158,17,7,9,3,24,0,62,8,0,131,4,7,6,0,4,5,0,0,0,28,12,24,0,0,25,5,0,0,3,64,14,0,3,0,3,15,0,3,0,41,30,87,47,0,40,0,0,4,0,204,6,8,38,11,5,0,0,60,0,133,39,56,18,72,38,0,7,5,0,225,25,179,23,64,24,0,0,0,6,320,31,183,20,180,67,0,0,14,6,509,8,17,18,12,3,0,0,9,0,60,20,6,105,7,14,4,0,3,0,159,16,7,24,3,13,3,10,12,31,121
401021009,20,0,8,0,5,0,7,14,0,57,5,3,12,0,0,0,17,7,0,45,39,14,40,9,20,4,15,40,0,185,9,3,13,0,8,0,6,0,0,40,26,6,154,0,24,9,20,34,0,278,21,6,11,4,10,13,12,4,5,78,43,11,16,6,15,174,6,24,0,302,37,0,23,52,3,22,8,45,0,182,10,8,0,0,17,4,32,3,0,76,0,7,5,0,0,0,0,4,0,18,7,21,3,0,38,0,0,0,3,73,3,4,4,0,14,8,3,0,0,42,22,71,30,3,32,3,0,0,3,167,9,12,27,4,14,4,8,56,4,133,27,41,17,80,44,0,4,5,0,220,30,158,18,61,18,0,0,0,0,279,23,152,11,136,70,0,4,10,0,415,5,6,4,4,0,0,0,4,0,18,12,15,55,17,9,0,0,8,0,118,13,12,20,3,12,12,6,10,13,106
401021010,65,3,6,0,8,0,0,21,0,106,7,22,14,0,4,0,9,0,0,48,65,47,24,9,14,12,16,27,0,209,11,11,9,0,0,0,4,0,0,38,65,17,98,0,30,9,19,24,6,268,13,4,10,0,9,10,7,4,0,54,39,15,11,5,14,97,13,19,0,216,37,0,26,62,4,7,0,35,7,175,12,11,9,6,25,0,41,4,0,104,6,20,10,0,4,3,0,0,0,35,12,34,0,0,36,0,0,0,0,80,8,8,0,0,5,20,0,0,3,50,38,203,22,0,39,3,0,0,3,312,13,12,17,8,12,8,0,26,0,92,52,77,16,40,43,0,0,9,10,242,33,238,5,45,26,0,0,0,0,352,35,258,14,93,69,5,0,9,3,482,13,9,7,20,0,3,0,4,0,60,16,10,44,12,17,0,0,3,5,120,13,13,10,3,14,9,5,6,22,90
401031011,26,13,0,0,8,0,3,12,0,62,29,47,10,0,17,0,7,0,0,116,121,89,54,16,39,37,14,45,7,421,40,36,12,0,15,0,6,4,0,115,147,46,174,8,68,8,20,62,7,540,75,41,4,0,37,35,12,5,0,206,166,81,35,3,43,411,19,64,12,821,131,11,68,222,7,69,13,109,8,640,39,27,4,11,50,9,81,3,4,228,28,59,8,0,15,14,0,3,0,135,73,152,0,0,133,9,0,0,13,385,32,32,0,0,37,95,3,7,14,221,191,807,70,0,174,7,4,3,7,1261,45,37,18,19,37,9,5,79,4,249,125,240,15,68,156,0,0,5,7,611,107,742,25,150,78,4,0,5,13,1112,114,1051,37,267,223,8,12,20,10,1739,33,46,13,46,9,0,0,5,3,158,40,53,79,61,28,4,0,11,0,282,49,40,16,7,43,18,9,11,49,249
401031012,29,7,0,0,7,0,0,9,0,52,20,23,6,0,6,0,8,0,0,55,87,59,27,5,18,16,12,25,3,244,20,24,3,0,10,0,0,0,0,62,75,21,84,4,34,10,6,27,0,252,31,32,4,0,10,23,4,0,3,102,88,50,8,3,15,182,11,29,0,388,78,3,32,108,15,31,3,52,5,333,24,19,7,5,28,7,24,3,3,117,13,22,7,0,9,10,0,0,0,59,48,83,3,5,95,9,0,0,0,239,23,11,0,0,15,47,0,0,0,101,109,428,24,0,83,5,0,3,4,657,23,21,8,14,25,0,0,31,0,132,57,121,8,33,66,0,5,3,4,293,60,338,14,80,39,0,0,6,0,537,67,632,15,117,109,0,0,15,5,955,17,27,4,22,9,0,0,3,0,76,21,22,33,32,11,5,5,9,0,136,25,32,3,3,13,5,4,5,20,106
401031013,44,9,4,0,12,0,0,11,4,74,24,60,5,0,8,0,5,5,3,116,116,88,38,7,35,23,8,39,5,355,31,39,13,0,7,3,0,0,3,96,103,41,139,7,44,8,3,37,7,381,60,46,3,0,25,17,4,5,4,163,123,46,25,9,24,305,13,41,3,604,100,11,63,183,16,49,5,81,0,503,29,32,4,8,27,9,50,5,0,162,11,65,15,0,19,13,0,3,0,123,43,143,5,0,123,15,0,3,8,340,24,30,0,0,29,99,0,4,4,193,185,740,44,0,131,12,4,4,6,1124,24,24,11,26,36,3,0,63,4,199,106,190,10,40,111,5,0,7,9,475,78,548,15,108,60,0,0,6,3,819,87,1019,36,220,156,5,9,17,6,1557,23,47,8,34,13,6,0,7,0,145,34,43,60,43,11,4,0,9,0,208,36,34,16,8,30,15,8,9,39,200
401041014,11,5,0,0,4,0,5,0,0,24,3,9,8,0,0,3,3,4,0,30,61,51,67,9,36,25,23,30,4,293,9,23,12,4,11,0,5,4,0,68,69,21,249,0,54,10,29,57,6,501,23,10,11,0,18,24,15,4,0,111,83,19,23,3,32,341,21,59,5,584,55,6,29,70,13,42,0,61,0,277,21,9,10,3,30,6,63,7,0,150,12,20,13,0,11,3,0,0,0,64,29,70,0,0,81,3,0,0,6,189,14,8,5,0,15,31,3,0,0,76,63,249,52,0,82,0,3,7,3,456,20,25,17,12,18,7,5,65,0,159,64,117,20,70,109,10,6,13,0,400,44,372,15,105,63,0,0,6,0,601,39,279,20,218,127,3,7,36,6,735,7,9,10,21,8,0,0,4,0,61,25,21,87,32,28,7,0,14,0,227,15,22,14,4,20,8,13,10,18,121
401041015,18,4,7,0,6,0,0,30,0,62,9,20,5,0,9,0,15,4,3,68,85,84,138,8,70,35,43,104,7,580,23,43,18,0,28,9,7,5,3,130,96,45,402,4,94,11,46,137,14,849,64,35,11,0,38,58,44,10,0,261,147,59,59,12,47,584,51,108,13,1068,114,8,139,178,26,77,15,162,7,728,28,11,14,6,84,11,224,15,4,404,21,50,29,5,13,21,0,0,4,147,43,130,0,0,215,18,0,0,10,412,16,8,7,5,35,59,3,0,4,133,84,526,79,0,127,12,0,5,12,845,36,45,43,60,63,5,9,167,0,427,72,205,47,136,211,3,8,18,7,707,71,587,25,185,84,7,4,9,9,973,75,604,66,625,251,15,15,81,6,1742,28,24,13,44,5,3,4,3,0,131,32,29,215,80,48,12,6,35,8,463,25,42,39,28,50,32,30,40,54,349
401041016,25,14,5,0,10,4,3,12,0,66,14,31,7,0,8,5,11,0,0,84,140,110,127,13,66,35,37,95,8,630,36,58,19,0,22,5,6,4,0,158,140,57,399,9,110,23,33,133,3,909,65,33,30,0,33,51,28,12,4,255,152,95,52,6,52,600,28,124,11,1121,167,10,124,253,20,104,14,162,0,852,36,22,12,12,83,20,182,19,0,382,19,60,20,3,26,21,0,0,3,152,61,169,8,0,220,17,0,0,5,483,18,23,6,3,31,71,0,9,0,164,125,715,74,0,165,10,3,0,8,1102,49,62,37,44,68,5,9,153,4,428,111,289,43,119,243,3,5,23,8,844,108,823,30,194,106,5,0,20,5,1284,99,902,80,554,278,6,9,62,14,2014,29,31,16,65,17,8,3,5,6,174,49,57,166,70,52,6,3,33,7,440,50,54,25,15,46,27,26,19,73,335
401051017,14,11,5,0,8,0,0,5,0,42,15,21,9,0,5,0,3,0,0,57,73,46,28,5,23,12,13,21,3,230,16,27,5,0,11,0,0,3,0,62,76,30,107,4,36,4,9,36,9,306,33,23,0,0,8,25,5,0,0,99,68,40,22,7,22,207,9,40,3,418,102,5,83,184,10,31,7,58,0,488,15,14,3,9,28,6,51,3,0,130,18,47,11,0,14,14,0,0,0,105,34,94,0,0,100,10,0,0,6,237,22,15,0,0,17,46,0,0,0,106,106,530,43,5,95,11,0,4,6,799,18,42,8,15,25,0,0,75,3,184,77,151,9,37,76,0,0,3,9,363,58,402,17,74,45,5,0,11,5,624,64,577,26,161,110,8,3,7,7,961,24,43,12,28,5,0,0,4,0,134,15,29,44,52,18,0,0,15,5,179,36,25,4,6,13,17,5,7,23,137
401051018,6,4,4,0,3,0,0,10,0,26,11,20,4,0,4,0,9,5,0,48,68,66,62,3,22,21,30,53,0,322,13,26,9,0,8,0,3,10,0,64,91,34,220,6,54,8,17,70,5,500,27,26,11,0,27,24,23,7,0,153,79,52,32,0,47,326,21,56,4,622,89,4,68,152,14,53,5,95,0,472,16,15,7,4,33,8,98,14,0,196,22,40,10,0,17,6,0,0,0,94,40,90,0,3,101,9,0,0,0,242,14,17,3,0,14,39,0,0,0,96,93,384,48,3,121,5,4,5,8,664,26,28,22,27,32,0,0,99,3,238,74,150,24,61,106,3,5,9,6,436,56,439,21,101,73,3,0,5,0,701,58,500,35,311,144,11,8,34,9,1103,18,27,6,39,4,0,0,4,0,106,23,34,114,61,30,3,0,11,10,282,21,28,19,12,38,10,12,15,33,188
401051019,27,8,0,0,4,4,3,8,0,58,20,28,3,0,0,0,11,0,0,64,82,70,43,11,23,28,18,35,4,306,22,23,6,0,11,0,10,3,0,73,99,33,131,3,58,15,13,48,9,410,40,26,12,0,20,24,18,3,4,154,102,63,20,9,28,282,17,56,4,579,101,6,64,166,21,45,7,93,5,500,33,22,15,8,39,7,80,9,0,211,16,56,14,0,14,9,0,0,0,111,35,112,3,0,87,4,0,0,8,245,15,26,5,0,11,46,0,4,0,108,118,603,38,0,110,11,0,3,9,894,27,40,19,21,32,0,0,56,0,198,99,189,22,67,129,0,0,3,7,529,89,551,7,74,47,3,0,0,5,783,87,828,31,245,148,11,9,20,5,1383,22,46,8,35,6,6,0,5,0,126,28,39,84,43,20,5,5,14,0,232,31,37,20,6,17,9,8,11,33,177
401061020,7,3,4,0,3,0,0,4,0,26,0,8,7,0,0,0,7,0,0,26,34,45,32,0,15,14,20,27,8,193,20,22,9,0,4,0,0,0,0,56,56,22,120,0,33,7,12,29,3,270,15,15,8,0,15,8,9,0,0,70,49,28,8,0,13,186,22,34,0,337,28,0,26,65,5,27,4,56,0,222,21,9,0,0,26,4,57,5,0,116,0,20,7,0,11,5,0,0,0,47,20,48,4,0,55,3,0,0,0,124,10,10,4,0,9,24,0,0,3,59,42,194,25,0,47,5,0,0,0,317,6,23,3,11,22,0,0,38,4,115,57,99,10,47,56,3,3,4,5,285,46,268,6,48,44,0,0,7,5,425,35,326,11,164,81,3,3,16,3,649,13,11,0,21,4,4,0,9,0,60,21,13,49,17,14,3,0,18,0,128,12,13,6,6,9,5,4,10,23,81
401061021,30,8,6,0,9,3,4,16,0,82,7,25,11,0,4,0,7,3,5,59,116,104,99,20,42,35,41,89,3,537,22,38,18,0,23,5,8,5,4,122,118,51,262,7,66,5,11,56,7,586,74,34,16,0,21,31,17,7,0,206,117,53,34,3,44,404,30,60,4,749,124,5,91,182,17,58,5,122,3,612,39,22,6,9,44,14,141,7,4,288,16,65,25,0,29,15,0,4,5,156,42,102,9,0,132,10,0,0,0,293,23,18,3,0,29,45,6,10,0,126,100,528,48,0,104,12,4,7,8,801,31,28,20,26,44,4,3,106,3,268,135,251,35,100,170,0,3,13,11,723,86,594,20,107,62,6,0,0,8,887,104,805,31,312,204,6,4,42,3,1508,33,38,6,40,6,7,0,0,0,148,41,40,110,44,32,3,3,25,5,296,36,35,21,8,26,14,20,23,42,229
